neuNr;alteNr;BEZEICHNUNG;Item;2 Bosch;AlvarisArtnr;AlvarisMatnr;ASK
140000473;412500921;"Bolzenverbinder für Profil 45,;Nut 10 Bearbeitung: D17;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842555584;;;
140000474;412500922;"Bolzenverbinder, für Profil;60, Nut 10 Bearbeitung: D17;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842555586;;;
140000475;412500923;"Bolzenverbinder fur Profil 90,;Nut 10 Bearbeitung: D17;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842555588;;;
140000476;412516669;"Feder Nut 10 für Nutenstein L;= 20,0 mm Material: Federstahl;nichtrostend;";;3842516669;;;
140000477;412516731;"Bohrvorrichtung Nut10~; LE01;;;";;;;;
140000478;412518424;"Drehwinkel 40x40 Nut10~; M8,;inkl. Befes. ESD Material:;Winkel Aluminiumdruckguss Bef.;stahl verzinkt";;3842518424;;;
140000479;412519321;"Eckwinkel 45 Nut10, ESD inkl.;3x Senkschraube S12x30;Material: Eckwinkel;Zinkdruckguss blank Schrauben";;;;;
140000480;412520802;"T-Verbinder 45x45 Nut 10 ESD;inkl. Befestigung Material:;Platte Zinkdruckguss;Befestigung: stahl verzinkt";;3842520802;;;
140000481;412521580;"Drehwinkel 30x30 Nut10/10~;M8,;inkl. Bef. ESD Material:;Winkel Aluminiumdruckguss Bef.;stahl verzinkt";;3842521580;;;
140000482;412523205;"Gleiter 45x45 mittig Nut10;Material: POM natur;;";;3842523205;;;
140000483;412523206;"Gleiter mittig mit Steg, 39 x;27,6mm Nut 10, Länge: 80mm,;POM natur;";;3842523206;;;
140000484;412523532;"Winkel 30x30 Nut10/10 inkl.;Befestigung ESD Material :;Winkel Aluminiumdruckguss;blank Befestigung: stahl";;3842523532;;;
140000485;412523546;"Winkel 60x60~; Nut10, ESD;Material: Aluminiumdruckguss;blank;";;3842523546;;;
140000486;412523553;"Winkel 60x60~; inkl.;Befestigung,Nut10/10 ESD;Material : Winkel;Aluminiumdruckguss blank";;3842523553;;;
140000487;412523555;"Abdeckkappe für Winkel 60 x 60;Material: PA schwarz;;";;;;;
140000488;412523558;"Winkel 45x45, Nut 10, ESD;Material: Aluminiumdruckguss;blank;";;3842523558;;;
140000489;412523561;"Winkel 45x45, inkl.;Befestigung, Nut 10, ESD;Material : Winkel;Aluminiumdruckguss blank";;3842523561;;;
140000490;412523563;"Abdeckkappe für Winkel 45x45;Material: PA schwarz;;";;;;;
140000491;412523564;"Abdeckkappe für Winkel 45x45,;Material PA, grau RAL 7035;;";;;;;
140000492;412523567;"Winkel 45x90, Nut 10, ESD;Material: Aluminiumdruckguss;blank;";;3842523567;;;
140000493;412523570;"Winkel 45x90, inkl.;Befestigung, Nut 10, ESD;Material : Winkel;Aluminiumdruckguss blank";;3842523570;;;
140000494;412523572;"Abdeckkappe für Winkel 45x90;Material: PA schwarz;;";;;;;
140000495;412523575;"Winkel 90x90~; Nut10, ESD;Material: Aluminiumdruckguss;;";;3842523575;;;
140000496;412523578;"Winkel 90x90 inkl.;Befestigung, Nut10/10 ESD;Material : Winkel;Aluminiumdruckguss blank";;3842523578;;;
140000497;412523580;"Abdeckkappe für Winkel 90x90;Material: PA schwarz;;";;;;;
140000498;412523583;"Winkel 45x180~; Nut10, ESD;Material: Aluminiumdruckguss;blank;";;3842523583;;;
140000499;412523874;"Würfelverbinder 45x45/3, Nut;10 inkl. 3 ABDK Schwarz,;Material Würfelverbinder:;Alu-Druckguss Abdeckkappe:";;3842523874;;;
140000500;412523877;"Würfelverbinder 45x45/2, Nut;10 inkl. 2 ABDK Schwarz,;Material Würfelverbinder:;Alu-Druckguss Abdeckkappe:";;3842523877;;;
140000501;412524027;"Schutzscheibenprofil Reinraum,;Nut 10 Grundprofil, Länge:;2000mm Material: Aluminium;eloxiert";;;;;
140000502;412524480;"Würfelverbinder 45x45/3, Nut;10 ESD inkl. 3 ABDK Schwarz,;3x Schraube S12x30 Material;Würfelverbinder: Alu-Druckguss";;;;;
140000503;412524486;"Würfelverbinder 45x45/2, Nut;10 ESD inkl. 2 ABDK Schwarz,;2x Schraube S12x30 Material;Würfelverbinder: Alu-Druckguss";;;;;
140000504;412528574;"Bohrvorrichtung Nut10 Raster;45,60 D9,8, D17, D17V, D21~;;LE1;";;;;;
140000505;412528715;"Hammerschraube M8x20, Nut 10,;Material: Stahl verzinkt;;";;3842528715;;;
140000506;412528718;"Hammerschraube M8x25, Nut 10,;Material: Stahl verzinkt;;";;3842528718;;;
140000507;412528721;"Hammerschraube M8x30, Nut 10,;Material: Stahl verzinkt;;";;3842528721;;;
140000508;412528724;"Hammerschraube M8x40, Nut 10,;Material: Stahl verzinkt;;";;3842528724;;;
140000509;412528735;"Nutenstein M8, Nut 10,;Material: Stahl verzinkt;;";;3842528735;;;
140000510;412528738;"Nutenstein M6, Nut 10,;Material: Stahl verzinkt;;";;3842528738;;;
140000511;412528741;"Nutenstein M5, Nut 10,;Material: Stahl verzinkt;;";;3842528741;;;
140000512;412528744;"Nutensteinprofil Nut 10 ESD;Länge: 1500 mm, H = 10,5 mm,;Material: Stahl blank;";;3842528744;;;
140000513;412528746;"Profilverbinder Nut10,;ESD,Länge 180 mm Material:;Stahl verzinkt inkl.;Befestigungsmaterial";;3842528746;;;
140000514;412528967;"Winkel 40x40, Nut 10 Material:;Aluminiumdruckguß blank;;";;3842528967;;;
140000515;412529005;"Winkel 40x80, Nut 10, ESD;Material: Aluminiumdruckguß;blank;";;3842529005;;;
140000516;412529007;"Abdeckkappe für Winkel 40x40;Material: PA schwarz;;";;;;;
140000517;412529008;"Abdeckkappe für Winkel 40x80;Material: PA schwarz;;";;;;;
140000518;412529009;"Abdeckkappe für Winkel 40x40;Material: PA, lichtgrau;RAL7035;";;;;;
140000519;412529010;"Würfelverbinder 40x40/2, Nut;10 inkl. 2 ABDK Schwarz,;Material Würfelverbinder:;Alu-Druckguss Abdeckkappe:";;3842529010;;;
140000520;412529011;"Würfelverbinder 40x40/3, Nut;10 inkl. 3x ABDK Schwarz,;Material Würfelverbinder:;Alu-Druckguss Befestigung";;3842529011;;;
140000521;412529239;"Variofix-Block, Nut 10, PA,;schwarz mit Vierkantmutter M6;und Sicherungsring;";;;;;
140000522;412529298;"Nutenstein einschwenkbar mit;Feder M5, Nut 10, Material:;Stahl verzinkt;";;3842529298;;;
140000523;412529299;"Nutenstein einschwenkbar mit;Feder M6, Nut 10, Material:;Stahl verzinkt;";;3842529299;;;
140000524;412529300;"Nutenstein einschwenkbar mit;Feder M8, Nut 10, Material:;Stahl verzinkt;";;3842529300;;;
140000525;412529323;"Nutenstein einschwenkbar M6,;Nut 10, Material: Stahl;verzinkt;";;3842529323;;;
140000526;412529324;"Nutenstein einschwenkbar M8,;Nut 10, Material: Stahl;verzinkt;";;3842529324;;;
140000527;412529325;"Nutensteinprofil einschwenkbar;Nut 10, ESD, Länge: 1500 mm, H;= 5,2 mm, Material: Stahl;blank";;3842529325;;;
140000528;412529383;"Winkel 40x40 inkl. Befestigung;Nut 10, ESD Material : Winkel;Aluminiumdruckguss blank;Befestigung Stahl verzinkt";;3842529383;;;
140000529;412529386;"Winkel 40x80 inkl.;Befestigung, Nut 10 ESD;Material : Winkel;Aluminiumdruckguss blank";;3842529386;;;
140000530;412529395;"Würfelverbinder 40/2, Nut 10,;ESD inkl. Befestigung (2x;Schraube S12x30) und 2x;Abdeckkappe schwarz Material";;;;;
140000531;412529397;"Würfelverbinder 40/3, Nut 10,;ESD inkl. Befestigung (3x;Schraube S12x30) und 3x;Abdeckkappe schwarz Material";;;;;
140000532;412529404;"Eckwinkel 40 inkl. 3x;Senkschraube Nut 10, S12 x 30,;Zinkdruckguss blank Material:;Zinkdruckguss";;3842529404;;;
140000533;412530231;"Winkel 80x80~; Nut10, ESD;Material: Aluminiumdruckguss;;";;3842530231;;;
140000534;412530232;"Abdeckkappe für Winkel 80x80;Material. PA schwarz;;";;;;;
140000535;412530235;"Zentralschraube M12 x 30 B=30;mm, S=M12, T=T50 Material:;Stahl verzinkt;";;3842530235;;;
140000536;412530236;"Zentralschraube S12 x 30;(selbstformend) B=30 mm,;S=S12, T=T50 Material: Stahl;verzinkt";;3842530236;;;
140000537;412530281;"Hammermutter M4, Nut 10,;Material: Stahl verzinkt;;";;3842530281;;;
140000538;412530283;"Hammermutter M5, Nut 10,;Material: Stahl verzinkt;;";;3842530283;;;
140000539;412530285;"Hammermutter M6, Nut 10,;Material: Stahl verzinkt;;";;3842530285;;;
140000540;412530287;"Hammermutter M8, Nut 10,;Material: Stahl verzinkt;;";;3842530287;;;
140000541;412530303;"Gleiter Nut10 Material:;Kunststoff POM schwarz;;";;3842530303;;;
140000542;412530329;"Gleiter flach Nut 10 Material:;POM natur;;";;3842530329;;;
140000543;412530360;"Winkel 80x80 inkl.;Befestigung, Nut10/10 ESD;Material : Winkel;Aluminiumdruckguss blank";;3842530360;;;
140000544;412530400;"Bohrvorrichtung Nut10 Raster;40,50 mm D9,8, D17, D17V~; LE1;;";;;;;
140000545;412535428;"Verbinder 45° 45 x 45 Nut 10;ESD Material:;Aluminiumdruckguss inkl.;Befestigungsmaterial";;3842535428;;;
140000546;412535458;"Schnellspannverbinder mit;Hammer 0° Nut 10, B = 22,5 mm;Material: Stahl verzinkt;Bearbeitung (d): D17 oder DB17";;3842535458;;;
140000547;412535466;"Schnellspannverbinder mit;Hammer 90°, Nut 10, B = 22,5;mm Material: Stahl verzinkt;Bearbeitung (d): D17 oder DB17";;3842535466;;;
140000548;412535571;"Innenwinkel R Nut 10 ESD;Zinkdruckguss,Befestigung;Stahl verzinkt;";;3842535571;;;
140000549;412535572;"Innenwinkel Nut 10 ESD;Zinkdruckguss,Befestigung;Stahl verzinkt;";;3842535572;;;
140000550;412535618;"Bolzenverbinder für Profil;100, Nut 10 Bearbeitung: D17;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842555592;;;
140000551;412535620;"Bolzenverbinder für Profil 40,;Nut 10 Bearbeitung: D17;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842555594;;;
140000552;412535621;"Bolzenverbinder für Profil 50,;Nut 10 Bearbeitung: D17;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842555596;;;
140000553;412535622;"Bolzenverbinder für Profil 80,;Nut 10 Bearbeitung: D17;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842555598;;;
140000554;412535625;"Gehrungswinkel Nut 10 inkl.;Gewindestift: DIN 913 M10x10;Material: Stahl verzinkt;";;3842535625;;;
140000555;412535634;"Schnellspannverbinder biegbar;Stirn-Stirn, Nut 10, B=22,5 mm;Material: Zuganker: Stahl;nichtrostend Buchse: Stahl";;3842535634;;;
140000556;412535635;"Schnellspannverbinder biegbar;Stirn-Nut Nut 10, B=22,5 mm;Material: Zuganker: Stahl;nichtrostend Buchse: Stahl";;3842535635;;;
140000557;412535637;"Rahmen-Eckverbinder 22,5x45;Nut10 Alu-Druckguss~; inkl. 4;Schrauben;";;3842535637;;;
140000558;412535659;"Kunststoffsch. schwer 40x40;Nut 10 inkl.;Befestigungsmaterial;";;;;;
140000559;412535745;"Kunststoffsch. schwer 45x45;Nut 10 inkl.;Befestigungsmaterial;";;;;;
140000560;412535746;"Kunststoffsch. schwer 45x60;Nut 10 inkl.;Befestigungsmaterial;";;;;;
140000561;412535747;"Kunststoffscharnier schwer;60x60, Nut 10 inkl.;Befestigungsmaterial;";;;;;
140000562;412536119;"Konsole links L1: 255 mm, L2:;228 mm inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536119;;;
140000563;412536120;"KONSOLE RECHTS L1: 255 MM, L2:;228 MM inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536120;;;
140000564;412536121;"Konsole links L1: 335 mm, L2:;308 mm inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536121;;;
140000565;412536122;"Konsole rechts L1: 335 mm, L2:;308 mm inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536122;;;
140000566;412536123;"Konsole links L1: 415 mm, L2:;388 mm inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536123;;;
140000567;412536124;"Konsole rechts L1: 415 mm, L2:;388 mm inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536124;;;
140000568;412536125;"Konsole links L1: 495 mm, L2:;468 mm inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536125;;;
140000569;412536126;"Konsole rechts L1: 495 mm, L2:;468 mm inkl.;Befestigungsmaterial Material:;Stahlblech pulverbeschichtet";;3842536126;;;
140000570;412536148;"Potentialausgleich leitfähig;Nut 10 Material: Bandstahl;nichtrostend;";;3842536148;;;
140000571;412536491;"Winkel S 40/45 Material:;Aluminiumdruckguss;;";;3842536491;;;
140000572;412536495;"Variofix-Block S, Nut 10;Material: Kunststoff PA;schwarz mit Vierkantmutter M5;";;;;;
140000573;412536603;"Hammermutter ES M8, Nut 10,;Material: Edelstahl 1.4401;;";;3842536603;;;
140000574;412536604;"Hammermutter ES M6, Nut 10,;Material: Edelstahl 1.4401;;";;3842536604;;;
140000575;412536672;"Winkel S 40/45 Set Material:;Aluminiumdruckguss;;";;3842536672;;;
140000576;412536676;"Nutenstein einschwenkbar mit;Gewindestift, M5, Nut 10,;Material: Stahl verzinkt;";;3842536676;;;
140000577;412538698;"T-Verbinder 45x45 Nut 10;silber pulverb inkl.;Befestigung Material: Platte;Zinkdruckguss Befestigung:";;3842538698;;;
140000578;412538702;"Verbinder 45° 45 x 45 silber;pulverbeschichtet Nut 10;Material: Aluminiumdruckguss;inkl. Befestigungsmaterial";;3842538702;;;
140000579;412538704;"Drehwinkel 30x30 Nut10/10~;M8,;inkl. Bef. silber;pulverbeschichtet Material:;Winkel Aluminiumdruckguss";;3842538704;;;
140000580;412538706;"Drehwinkel 40x40 Nut10~; M8,;inkl. Befes. silber;plverbeschichtet Material:;Winkel Aluminiumdruckguss";;3842538706;;;
140000581;412538710;"Winkel 30x30 Nut 10/10 inkl.;Befest. silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551599;;;
140000582;412538715;"Winkel 60x60~; inkl.;Befestigung,Nut10/10 silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551611;;;
140000583;412538716;"Winkel 40x40 inkl.;Befestigung, Nut 10 silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551603;;;
140000584;412538717;"Winkel 40x80 inkl.;Befestigung, Nut 10 silber;pulverbeschichetet Material :;Winkel Aluminiumdruckguss";;3842551604;;;
140000585;412538718;"Winkel 80x80~; inkl.;Befestigung, Nut10 silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551612;;;
140000586;412538719;"Winkel 45x45, inkl.;Befestigung, Nut 10, silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551606;;;
140000587;412538721;"Winkel 90x90~; inkl.;Befestigung, Nut10 silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551613;;;
140000588;412538729;"Würfelverbinder 40/2, Nut 10;inkl. Befestigung und 2;Abdeckkappen, Abdeckkappe;silberfarbig, alufarbig";;;;;
140000589;412538730;"Würfelverbinder 40/3, Nut 10;inkl. Befestigung und 3;Abdeckkappen, Abdeckkappe;silberfarbig, alufarbig";;;;;
140000590;412538731;"Würfelverbinder 45x45/2, Nut;10 Silberfarbig;oberflächenbeschichtet inkl. 2;ABDK silber, 2x Schraube";;3842549871;;;
140000591;412538732;"Würfelverbinder 45x45/3, Nut;10 silberfarbig;oberflächenbeschichtet inkl. 3;ABDK silber, 3x Schraube";;3842549873;;;
140000592;412538750;"Winkel 45x180~; inkl.;Befestigung, Nut10 silber;pullverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551608;;;
140000593;412540102;"Adapterplatte für Lenkrolle;40x40, Nut 10, Material:;Zinkdruckguss alufarbig;pulverbeschichtet";;;;;
140000594;412540103;"Adapterplatte für Lenkrolle;45x45, Nut 10, Material:;Zinkdruckguss alufarbig;pulverbeschichtet";;;;;
140000595;412540104;"Adapterplatte für Bockrolle;40x40, Nut 10, Material:;Zinkdruckguss alufarbig;pulverbeschichtet";;;;;
140000596;412540105;"Adapterplatte für Bockrolle;45x45, Nut 10, Material:;Zinkdruckguss alufarbig;pulverbeschichtet";;;;;
140000597;412541008;"Kugelrolle, ESD Material;Gehäuse: Stahl verzinkt;Material Kugel: Karbonstahl;";;3842541008;;;
140000598;412541242;"Bockrolle, D80, H=108 Rad;thermoplastischer Gummi;Fadenschutz leitfähig;";;3842541242;;;
140000599;412541244;"Bockrolle, D125, H=158 Rad;thermoplastischer Gummi;Fadenschutz leitfähig;";;3842541244;;;
140000600;412541247;"Abdeckkappe für;Bolzenverbinder D17 Material:;PA schwarz;";;;;;
140000601;412541249;"Abdeckkappe für;Bolzenverbinder D17 Material:;PA signalgrau RAL7004;";;;;;
140000602;412541270;"Abdeckkappe Radienausgleich;gefräst Nut 10;(BxTxH) 17x49x7 (mm);FDM 3D-Druck, PETGSG";;;;;
140000603;412541393;"Nutenstein einschwenkbar mit;Feder M4, Nut 10, M4,;Material: Stahl verzinkt;";;3842541393;;;
140000604;412541410;"Schnellspannverbinder 90°;Spannhülse 9,8 mm, Nut 10/10;Material: Stahl verzinkt;";;3842541410;;;
140000605;412541412;"Schnellspannverbinder 0°;Spannhülse 9,8 mm, Nut 10/10;Material: Stahl verzinkt;";;3842541412;;;
140000606;412547890;"Heberolle D80 mit integriertem;Feststellfuß und;Anschraubplatte Rad aus;Polyamid";;3842547890;;;
140000607;412548710;"Abdeckkappe rund ür Eckwinkel;40 Material: PA signalgrau;RAL7004;";;3842548710;;;
140000608;412548711;"Abdeckkappe rund für Eckwinkel;45 Material: PA signalgrau;RAL7004;";;3842548711;;;
140000609;412548714;"Abdeckkappe rund für Eckwinkel;40 Material: PA schwarz ESD;;";;3842548714;;;
140000610;412548715;"Abdeckkappe ESD rund für;Eckwinkel 45 Material: PA;schwarz;";;3842548715;;;
140000611;412548718;"Abdeckkappe eckig für;Eckwinkel 40 Material: PA;signalgrau RAL7004;";;3842548718;;;
140000612;412548719;"Abdeckkappe eckig für;Eckwinkel 45 Material: PA;signalgrau RAL7004;";;3842548719;;;
140000613;412548722;"Abdeckkappe eckig für;Eckwinkel 40 Material: PA;schwarz ESD;";;3842548722;;;
140000614;412548723;"Abdeckkappe eckig für;Eckwinkel 45 Material: PA;schwarz ESD;";;3842548723;;;
140000615;412548834;"Variofix-Block, Nut 10, PA,;signalgrau mit Vierkantmutter;M6 und Sicherungsring;";;3842548834;;;
140000616;412548840;"Variofix-Block S, Nut 10;Material: Kunststoff PA;RAL7004 signalgr mit;Vierkantmutter M5 VE = 10";;3842548840;;;
140000617;412548852;"Abdeckkappe für Winkel 60x60;Material: PA, Signalgrau;RAL7004;";;3842548852;;;
140000618;412548854;"Abdeckkappe für Winkel 40x40;Material: PA, signalgrau;RAL7004;";;3842548854;;;
140000619;412548855;"Abdeckkappe ESD für Winkel;40x40 Material: PA schwarz;;";;3842548855;;;
140000620;412548856;"Abdeckkappe für Winkel 40x80;Material: PA, signalgrau;RAL7004;";;3842548856;;;
140000621;412548857;"Abdeckkappe ESD für Winkel;40x80 Material: PA schwarz;;";;3842548857;;;
140000622;412548860;"Abdeckkappe für Winkel 80x80;Material: PA, Signalgrau;RAL7004;";;3842548860;;;
140000623;412548861;"Abdeckkappe ESD für Winkel;80x80 Material. PA schwarz;;";;3842548861;;;
140000624;412548862;"Abdeckkappe für Winkel 45x45;Material: PA, signalgrau;RAL7004;";;3842548862;;;
140000625;412548863;"Abdeckkappe für Winkel 45x45,;ESD Material: PA schwarz;;";;3842548863;;;
140000626;412548864;"Abdeckkappe für Winkel 45x90;Material: PA, signalgrau;RAL7004;";;3842548864;;;
140000627;412548868;"Abdeckkappe für Winkel 90x90;Material: PA, Signalgrau;RAL7004;";;3842548868;;;
140000628;412548869;"Abdeckkappe ESD für Winkel;90x90 Material: PA schwarz;;";;3842548869;;;
140000629;412652000;"T-Matic Verbinder mit;Nutenstein Nut 10 nur für;Profil 45x45L und 45x90L;Material: Stahl verzinkt";;;;;
140000630;412652001;"T-Matic Verbinder Nut 10 mit;Nutenstein, außer Profil 40x40;40x80, 45x45L, 45x90L u 80x80;Material: Stahl verzinkt";;;;;
140000631;412652003;"Schneidschraube für;T-Matic-Verbinder außer Profil;45x45L und 45x90L Material:;Stahl verzinkt";;;;;
140000632;413218940;"Laufrolle D=58mm Nut 10;Material: Kunststoff PA;glasfaserverst.;";;3842218940;;;
140000633;413311950;"Gelenkfuss 90 M16x85 mm;Material: Stahl verzinkt;;";;3842311950;;;
140000634;413311951;"Gelenkfuss 90 M16x145 mm;Material: Stahl verzinkt;;";;3842311951;;;
140000635;413311956;"Gelenkfuss D45 M16 145mm;Material: Stahl verzinkt;;";;3842311956;;;
140000636;413352061;"Gelenkfuss D45 M12 85mm;Material: Stahl verzinkt;;";;3842352061;;;
140000637;413500300;"Transport- und Fußplatte;45x90, M12 Material:;Zinkdruckguss blank Empfohlene;Schraube: DIN6912 verzinkt";;;;;
140000638;413500301;"Transport- und Fußplatte;100x100, M16 Material:;Zinkdruckguss blank Empfohlene;Schraube: DIN6912 verzinkt M12";;3842529417;;;
140000639;413500303;"Transport- und Fußplatte;80x80, M12 Material:;Zinkdruckguß blank Empfohlene;Schraube: DIN6912 verzinkt M12";;3842529416;;;
140000640;413500306;"Transport- und Fußplatte;30x60, M8 Material:;Zinkdruckguss blank;";;;;;
140000641;413500307;"Transport- und Fußplatte;40x80, M12 Material:;Zinkdruckguss blank Empfohlene;Schraube: DIN6912 verzinkt";;3842536562;;;
140000642;413510403;"Hub-Schrauber Profil 40 Nut 10;M8 Gehäuse Kunststoff PA;glasfaserverst. Mechanik:;Stahl verzinkt";;;;;
140000643;413510404;"Hub-Schrauber Profil 45 Nut 10;M8 Gehäuse Kunststoff PA;glasfaserverst. Mechanik:;Stahl verzinkt";;;;;
140000644;413510505;"Nutfuss 40~; Nut 10 Kunststoff;PA, schwarz;;";;;;;
140000645;413511893;"Gelenkfuss 60 M12x85 mm;Material: Stahl verzinkt;;";;3842511893;;;
140000646;413521817;"Dämpfungsring D45 Material:;Polyurethan transparent;;";;3842521817;;;
140000647;413522301;"Dämpfungsring D60 Material:;Polyurethan transparent;;";;3842522301;;;
140000648;413522303;"Dämpfungsring D90 Material:;Polyurethan transparent;;";;3842522303;;;
140000649;413522350;"Dämpfungsring D45, ESD;Material: Polyurethan schwarz;;";;;;;
140000650;413522351;"Dämpfungsring D60, ESD;Material: Polyurethan schwarz;;";;;;;
140000651;413522352;"Dämpfungsring D90, ESD;Material: Polyurethan schwarz;;";;;;;
140000652;413527186;"Gelenkfuss 90 M16x200mm;Material: Stahl verzinkt;;";;3842527186;;;
140000653;413536470;"Gelenkfuss 45 M12x160 mm;Material: Stahl verzinkt;;";;3842536470;;;
140000654;414500610;"Gewindeeinsatz S12/M8 für;Gelenk Nut 10 Material: Stahl;gehärtet, blau chromatiert;";;;;;
140000655;414500611;"Gelenk 45 mit Klemmhebel Nut;10 Aluminiumdruckguss;alufarbig alufarbig;oberflächenbeschichtet inkl.";;;;;
140000656;414500612;"Gewindeeinsatz S8/M5 Stahl;gehärtet, blau chromatiert;;";;;;;
140000657;414500650;"Eindrehwerkzeug für;Gewindeeinsatz S12/M8~;;Material: Stahl verzinkt;";;;;;
140000658;414502694;"Gelenk 45, Nut 10;Aluminiumdruckguss alufarbig;alufarbig;oberflächenbeschichtet inkl.";;3842538686;;;
140000659;414521262;"Tragarmgelenk 45 x 90;Aluminiumdruckguss, alufarbig;alufarbig;oberflächenbeschichtet inkl.";;3842521262;;;
140000660;414521263;"Tragarmgelenk 45 x 45;Aluminiumdruckguss, alufarbig;alufarbig;oberflächenbeschichtet inkl.";;3842521263;;;
140000661;414532206;"Tragarmgelenk 40 x 40;Aluminiumdruckguss, alufarbig;alufarbig;oberflächenbeschichtet inkl.";;3842532206;;;
140000662;414615101;"Uniblock Nut 10, mit;Vierkantmutter M6 Kunststoff;PA, glasfaserverst schwarz;";;;;;
140000663;414615102;"Uniblock 25 mit Mutter M6, Nut;10 Kunststoff PA,;glasfaserverst schwarz;";;;;;
140000664;414615200;"Variofixblock - ESD, Nut 10;Aluminium-schwarz eloxiert;;";;;;;
140000665;414615201;"Klemmblock Nut10 Kunststoff PA;glasfaserverst. schwarz;;";;;;;
140000666;415218953;"Werkzeuggleiter ohne Logo 19mm;Nut 8-10;;";;3842218953;;;
140000667;415400301;"Kabelbinderblock Nut 10;Material: Kunststoff PA;glasfaserverst.;";;;;;
140000668;415511352;"Transport- und Fußplatte;90x90, M12 Material:;Zinkdruckguss blank Empfohlene;Schraube: DIN6912 verzinkt M12";;;;;
140000669;415511353;"Transport- und Fußplatte;90x90, M16 Material:;Zinkdruckguss blank Empfohlene;Schraube: DIN6912 verzinkt M12";;3842511352;;;
140000670;415526564;"Kreuzkabelbinderblock Nut 10;Material: Kunststoff PA,;schwarz;";;3842526564;;;
140000671;415536564;"Transport- und Fußplatte;45x90, M16 Material:;Zinkdruckguss blank Empfohlene;Schraube: DIN6912 verzinkt";;3842536564;;;
140000672;416200200;"Friktionsgelenk B45L Set für;Systemarm 3Nm;Aluminiumdruckguss: alufarbig;lackiert";;;;;
140000673;416200201;"Friktionsgelenk B45L Set für;Systemarm 9Nm;Aluminiumdruckguss: alufarbig;lackiert";;;;;
140000674;416200202;"Friktionsgelenk B45L Set für;Systemarm 12Nm;Aluminiumdruckguss: alufarbig;lackiert";;;;;
140000675;416500001;"Greifschale Nut 10~; 210x105x40;Material: Kunststoff PA,;Schwarz;";;;;;
140000676;416500002;"Greifschale Nut 10~; 110x105x40;Material: Kunststoff PA,;Schwarz;";;;;;
140000677;416500010;"Greifschale 105x153,5x50mm,;Nut 10 Material: Kunststoff;PA, schwarz;";;;;;
140000678;416500011;"Greifschale 105x153,5x50mm,;Nut 10, ESD Material:;Kunststoff PA, schwarz;";;;;;
140000679;416500012;"Greifschale 105x153,5x50mm,;Nut 10 Material: Kunststoff;PA, verkehrsgrau RAL7042;";;;;;
140000680;416500013;"Greifschale 105x153,5x50mm,;Nut 10 Material: Kunststoff;PA, signalgrün RAL6032;";;;;;
140000681;416500014;"Greifschale 105x153,5x50mm,;Nut 10 Material: Kunststoff;PA, verkehrsrot RAL3020;";;;;;
140000682;416500015;"Greifschale, 105x153,5x50mm,;Nut 10 Material: Kunststoff;PA, signalgelb RAL1003;";;;;;
140000683;416516909;"Erdungskontakt ESD für 10mm;Druckknop;;";;;;;
140000684;416537861;"Stahlwinkel Set Nut 10;Material: Stahl verzinkt;Lieferumfang: 4x Winkel inkl.;8x Hammerschraube M8 x 20 und";;3842537861;;;
140000685;461517179;"Aluminiumprofil 20x20;Nut 6;20 St. x 3000mm;";;3842517179;;;
140000689;461517180;"Aluminiumprofil 20x20 3N;Nut 6;20 St. x 3000mm;";;3842517180;;;
140000693;461517183;"Aluminiumprofil 20x20 R;Nut 6;20 St. x 3000mm;";;3842517183;;;
140000697;461517243;"Abdeckkappe 20x20, Nut 6,;schwarz, t=2,5 mm, Material:;PA glasfaserverst.;";;;;;
140000698;461518343;"Abdeck- und Einfassprofil~;;Nut6 schwarz, RAL9005, Länge;2000 mm~; Material: PP + TPE;";;3842518343;;;
140000699;461519658;"Aluminiumprofil 20x20 2NVS;Nut 6;20 St. x 3000mm;";;3842519658;;;
140000703;461536478;"Aluminiumprofil 20x20 2N;Nut 6;20 St. x 3000mm;";;3842536478;;;
