neuNr;alteNr;BEZEICHNUNG;Item;2 Bosch;AlvarisArtnr;AlvarisMatnr;ASK
140000707;461537816;"Aluminiumprofil 20x40;Nut 6;24 St. x 3000mm;";;3842537816;;;
140000711;461548742;"Abdeckkappe 20x20, Nut 6,;signalgrau t=2,5 mm, Material:;PA glasfaserverst. RAL7004;";;3842548742;;;
140000712;461548743;"Abdeckkappe 20x20, Nut 6,;schwarz, ESD t=2,5mm,;Material: PA6GF30;";;3842548743;;;
140000713;461992888;"Aluminiumprofil 20x20;Nut 6;;";;3842992888;;;
140000714;461992889;"Aluminiumprofil 20x20 3N;Nut 6;;";;3842992889;;;
140000715;461992890;"Aluminiumprofil 20x20 R;Nut 6;;";;3842992890;;;
140000716;461992891;"Aluminiumprofil 20x40;Nut 6;;";;3842992891;;;
140000717;461992924;"Aluminiumprofil 20x20 2NVS;Nut 6;;";;3842992924;;;
140000718;461993422;"Aluminiumprofil 20x20 2N;Nut 6;;";;3842993422;;;
140000719;462514100;"Nutenstein M4, Nut 6,;Material: Stahl verzinkt;;";;;;;
140000720;462514101;"Nutenstein M5, Nut 6,;Material: Stahl verzinkt;;";;;;;
140000721;462514102;"Nutenstein M6, Nut 6,;Material: Stahl verzinkt;;";;;;;
140000722;462518740;"Magnetschnäpper Nut 6 inkl;Befestigung Material:;Kunststoff PA;glasfaserverstärkt schwarz";;3842558323;;;
140000723;462519318;"Eckwinkel 20 Nut6, inkl. 3;Schrauben Zinkdruckguss blank;inkl. selbstformenden;Schrauben";;3842519318;;;
140000724;462523135;"Hammermutter M4, Nut 6,;Material: Stahl verzinkt;;";;3842523135;;;
140000725;462523140;"Nutenstein ES M4, Nut 6, ESD,;Material: Edelstahl;;";;3842523140;;;
140000726;462523142;"Nutenstein ES M5, Nut 6, ESD,;Material: Edelstahl;;";;3842523142;;;
140000727;462523213;"Gleiter mittig flach, 17 x;9,8mm, Nut 6 Länge: 80mm, POM;natur;";;3842523213;;;
140000728;462523508;"Winkel 20x20, Nut6 Material:;Aluminiumdruckguss;;";;3842523508;;;
140000729;462523511;"Winkel 20 x 20 inkl.;Befestigung Nut 6/6, ESD;Material: Winkel;Aluminiumdruckguss";;3842523511;;;
140000730;462523513;"Abdeckkappe für Winkel 20 x 20;Material: PA schwarz;;";;;;;
140000731;462523517;"Winkel 20 x 40 Nut6 ESD;Material: Aluminiumdruckguß;blank;";;3842523517;;;
140000732;462523520;"Winkel 20 x 40 inkl.;Befestigung Nut 6/6 ESD;Material : Winkel;Aluminiumdruckguss blank";;3842523520;;;
140000733;462523522;"Abdeckkappe für Winkel 20 x 40;Material: PA schwarz;;";;;;;
140000734;462523872;"Würfelverbinder 20 x 20/3, Nut;6 inkl. 3 ABDK Schwarz,;Material Würfelverbinder;Zinkdruckguss Abdeckkappe:";;3842523872;;;
140000735;462523875;"Würfelverbinder 20 x 20/2, Nut;6 inkl. 2 ABDK Schwarz,;Material Würfelverbinder:;Zinkdruckguss Abdeckkappe:";;3842523875;;;
140000736;462524478;"Würfelverbinder 20 x 20/3, Nut;6, ESD inkl. 3 ABDK Schwarz,;3x Schraube S6x16 Material;Würfelverbinder: Zinkdruckguss";;;;;
140000737;462524484;"Würfelverbinder 20 x 20/2, Nut;6, ESD inkl. 2 ABDK Schwarz,;2x Schraube S6x16 Material;Würfelverbinder: Zinkdruckguss";;;;;
140000738;462535574;"Innenwinkel Nut 6 ESD;Zinkdruckguss,Befestigung;Stahl verzinkt;";;3842535574;;;
140000739;462535575;"Innenwinkel R Nut 6 ESD;Zinkdruckguss,Befestigung;Stahl verzinkt;";;3842535575;;;
140000740;462535626;"Gehrungswinkel Nut 6 inkl.;Gewindestift: DIN 915 M4x5;Material: Stahl verzinkt;";;3842535626;;;
140000741;462535628;"Schnellspannverbinder biegbar;Stirn-Stirn, Nut 6, B=10 mm;Material: Zuganker: Stahl;nichtrostend Buchse: Stahl";;3842535628;;;
140000742;462535684;"Scharnier 20x20 Nut 6, inkl.;Befestigung Material:;Edelstahl 1.4301 blank;";;3842535684;;;
140000743;462536599;"Hammermutter ES M4, Nut 6,;Material: Edelstahl 1.4401;;";;3842536599;;;
140000744;462537013;"Schnellspannverbinder mit;Hammer 0° oder 90°, Nut 6,;B=10 mm Material: Edelstahl;Bearbeitung (d): D8 oder DB8";;3842537013;;;
140000745;462538707;"Winkel 20x20, Nut 6/6, inkl.;Befestigung silber;pulverbschichtet Material:;Winkel Aluminiumdruckguss";;3842551596;;;
140000746;462538708;"Winkel 20 x 40 Nut6 inkl.;Befestigung silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551597;;;
140000747;462548708;"Abdeckkappe rund für Eckwinkel;20 Material: PA signalgrau;RAL7004;";;3842548708;;;
140000748;462548712;"Abdeckkappe rund für Eckwinkel;20 Material: PA schwarz ESD;;";;3842548712;;;
140000749;462548716;"Abdeckkappe eckig für;Eckwinkel 20 Material: PA;signalgrau RAL7004;";;3842548716;;;
140000750;462548720;"Abdeckkappe eckig für;Eckwinkel 20 Material: PA;schwarz ESD;";;3842517146;;;
140000751;462548842;"Abdeckkappe für Winkel 20x20;Material: PA, Signalgrau;RAL7004;";;3842548842;;;
140000752;462548843;"Abdeckkappe ESD für Winkel 20;x 20 Material: PA schwarz;;";;3842548843;;;
140000753;462548844;"Abdeckkappe für Winkel 20x40;Material: PA, Signalgrau;RAL7004;";;3842548844;;;
140000754;462548845;"Abdeckkappe ESD für Winkel 20;x 40 Material: PA schwarz;;";;3842548845;;;
140000755;463510503;"Nutfuss 20~; Nut 6 Kunststoff;PA, schwarz;;";;;;;
140000756;481146002;"Abdeckprofil Nut8~; alufarbig;geprägt Länge 2000 mm~;;Material:PP;";;;;;
140000757;481146004;"Abdeckprofil, Nut8 Schwarz,;RAL9005 ESD Länge 2000 mm~;;Material PP elektrostatisch;ableitfähig Widerstand 10 hoch";;3842548879;;;
140000758;481146007;"Abdeckprofil alufarbig geprägt;ESD Nut 8, Länge 2000 mm;Material: PP elektrostatisch;ableitfähig Widerstand 10 hoch";;;;;
140000759;481501232;"Abdeckkappe 30x30, Nut 8,;schwarz, t=4 mm~; Material: PA;glasfaserverstärkt;";;;;;
140000760;481501962;"Abdeckprofil~; Nut 8~; Schwarz,;RAL 9005 Länge 2000 mm~;;Material:PP;";;;;;
140000761;481503073;"Abdeckprofil~; Nut 8 Farblos;natur Länge 2000 mm~; Material;PP;";;3842503073;;;
140000762;481506948;"Aluminiumprofil 30x30 1N;Nut 8;20 St. x 6000mm;";;3842557208;;;
140000766;481506949;"Aluminiumprofil 30x30 2NVS;Nut 8;20 St. x 6000mm;";;3842557209;;;
140000770;481506950;"Aluminiumprofil 30x30 2N;Nut 8;20 St. x 6000mm;";;3842557220;;;
140000774;481506951;"Aluminiumprofil 30x30 3N;Nut 8;20 St. x 6000mm;";;3842557221;;;
140000778;481509178;"Aluminiumprofil 30x30;Nut 8;20 St. x 6000mm;";;3842557206;;;
140000782;481511704;"Aluminiumprofil 30x45;Nut 8/10;18 St. x 6000mm;";;3842511704;;;
140000786;481512603;"Aluminiumprofil 30x60;Nut 8;10 St. x 6000mm;";;3842557205;;;
140000790;481513581;"Aluminiumprofil 11x20;Nut 8;10 St. x 2000mm;";;3842513581;;;
140000794;481513584;"Abdeckkappe 11x20, Nut 8,;schwarz, t=3 mm, Material: PA;glasfaserverstärkt;";;3842513584;;;
140000795;481515229;"Rahmenprofil 22,5x30;Nut 8;20 St. x 6000mm;";;3842557946;;;
140000799;481516506;"Abdeckkappe 30x30, Nut 8,;lichtgrau, t=4 mm, Material:;PA glasfaserverstärkt RAL7035;";;;;;
140000800;481517057;"Abdeckkappe 30x30, Nut 8,;schwarz, ESD t=4 mm, Material:;PA glasfaserverstärkt;";;3842548745;;;
140000801;481517198;"Aluminiumprofil 30x30 R;Nut 8;20 St. x 6000mm;";;3842557947;;;
140000805;481518347;"Abdeck- und Einfassprofil~;;Nut8 schwarz RAL9005~; Länge;2000 mm Material: PP + TPE;";;3842518347;;;
140000806;481518375;"Abdeckprofil Nut8 Lichtgrau,;RAL 7035 Länge 2000 mm~;;Material PP;";;3842518375;;;
140000807;481518376;"Abdeckprofil Nut 8 Rot, RAL;3020 Länge 2000 mm~; Material;PP;";;3842518376;;;
140000808;481518377;"Abdeckprofil, Nut 8~; Gelb, RAL;1018 Länge 2000 mm~; Material;PP;";;3842518377;;;
140000809;481522462;"Schutzgitterprofil 30x30 WG30;Nut 8;20 St. x 6000mm;";;3842557227;;;
140000813;481522463;"Schutzgitterprofil 30x45 WG30;Nut 8;20 St. x 6000mm;";;3842557228;;;
140000817;481522464;"Schutzgitterprofil 30x30 WG40;Nut 8;20 St. x 6000mm;";;3842557229;;;
140000821;481522465;"Schutzgitterprofil 30x45 WG40;Nut 8;20 St. x 6000mm;";;3842557240;;;
140000825;481524034;"Aluminiumprofil 30x45°;Nut 8;20 St. x 6000mm;";;3842557952;;;
140000829;481524037;"Aluminiumprofil 30x60°;Nut 8;20 St. x 6000mm;";;3842557953;;;
140000833;481524049;"Aluminiumprofil 30x60x60;Nut 8;20 St. x 6000mm;";;3842557241;;;
140000837;481529934;"Streckenprofil SP1;Nut 8;20 St. x 6000mm;";;3842529934;;;
140000841;481536472;"Aluminiumprofil 30x60 4N;Nut 8;10 St. x 6000mm;";;;;;
140000845;481537679;"Einhängeprofil 15x30;Nut 8;10 St. x 3000mm;";;3842537679;;;
140000849;481541937;"Aluminiumprofil 30x90;Nut 8;20 St. x 6000mm;";;;;;
140000853;481548744;"Abdeckkappe 30x30, Nut 8,;signalgrau RAL7004, t=4 mm,;Material: PA;glasfaserverstärkt";;3842548744;;;
140000854;481548774;"Abdeckkappe 30x30 mit Loch,;Nut 8 t=3 mm, Material: PA;glasfaserverstärkt signalgrau;RAL7004";;3842548774;;;
140000855;481548775;"Abdeckkappe 30x30 mit Loch,;schwarz, ESD t=3 mm, Material:;PA6GF30;";;3842548775;;;
140000856;481548776;"Abdeckkappe 30x30R, Nut 8,;signalgrau, t=3 mm, Material:;PA glasfaserverstärkt RAL7004;";;3842548776;;;
140000857;481548777;"Abdeckkappe 30x30R, Nut 8,;schwarz, ESD, t=3 mm,;Material: PA6GF30;";;3842548777;;;
140000858;481548878;"Abdeckprofil~; Nut 8~;;Signalgrau RAL7004 Länge 2000;mm~; Material:PP;";;3842548878;;;
140000859;481990720;"Aluminiumprofil 30x30;Nut 8;;";;3842990720;;;
140000860;481992397;"Aluminiumprofil 30x30 1N;Nut 8;;";;3842992397;;;
140000861;481992398;"Aluminiumprofil 30x30 2NVS;Nut 8;;";;3842992398;;;
140000862;481992399;"Aluminiumprofil 30x30 2N;Nut 8;;";;3842992399;;;
140000863;481992400;"Aluminiumprofil 30x30 3N;Nut 8;;";;3842992400;;;
140000864;481992430;"Aluminiumprofil 30x45;Nut 8/10;;";;3842992430;;;
140000865;481992457;"Aluminiumprofil 30x60;Nut 8;;";;3842992457;;;
140000866;481992476;"Aluminiumprofil 11x20;Nut 8;;";;3842992476;;;
140000867;481992493;"Rahmenprofil 22,5x30;Nut 8;;";;3842992493;;;
140000868;481992896;"Aluminiumprofil 30x30 R;Nut 8;;";;3842992896;;;
140000869;481992934;"Streckenprofil SP1;Nut 8;;";;3842992934;;;
140000870;481992970;"Schutzgitterprofil 30x30 WG30;Nut 8;;";;3842992970;;;
140000871;481992971;"Schutzgitterprofil 30x45 WG30;Nut 8;;";;3842992971;;;
140000872;481992973;"Schutzgitterprofil 30x45 WG40;Nut 8;;";;3842992973;;;
140000873;481992978;"Schutzgitterprofil 30x30 WG40;Nut 8;;";;3842992978;;;
140000874;481993011;"Aluminiumprofil 30x45°;Nut 8;;";;3842993011;;;
140000875;481993012;"Aluminiumprofil 30X60°;Nut 8;;";;3842993012;;;
140000876;481993016;"Aluminiumprofil 30x60x60;Nut 8;;";;3842993016;;;
140000877;481993411;"Einhängeprofil 15x30;Nut 8;;";;3842993411;;;
140000878;481993420;"Aluminiumprofil 30x60 4N;Nut 8;;";;3842993420;;;
140000879;481993762;"Aluminiumprofil 30x90;Nut 8;;";;3842993762;;;
140000880;482200160;"Rhombusmutter M3, Nut 8,;Material: Zinkdruckguss;;";;;;;
140000881;482200161;"Rhombusmutter M4, Nut 8,;Material: Zinkdruckguss;;";;;;;
140000882;482200162;"Rhombusmutter M5, Nut 8,;Material: Zinkdruckguss;;";;;;;
140000883;482311501;"Fräsverbinder für Profil 30,;Nut 8, ES H=1,5 mm, inkl.;Hammermutter, 1 Schraube;Material: Stahl verzinkt";;;;;
140000884;482352315;"Abdeckkappe für;Bolzenverbinder D11 Material:;PA schwarz;";;3842352315;;;
140000885;482352316;"Abdeckkappe für;Bolzenverbinder D11 Material:;PA, RAL7035 lichtgrau;";;;;;
140000886;482501587;"Winkel 20x28 Nut 8 Material:;Zinkdruckguss blank;;";;3842501587;;;
140000887;482501751;"Hammermutter M4, Nut 8,;Material: Stahl verzinkt;;";;3842501751;;;
140000888;482501752;"Hammermutter M5, Nut 8,;Material: Stahl verzinkt;;";;3842501752;;;
140000889;482501753;"Hammermutter M6, Nut 8,;Material: Stahl verzinkt;;";;3842501753;;;
140000890;482502137;"Winkel 20 x 28 Nut 8/8 ESD;inkl. Befestigungssatz;Material : Winkel Zindruckguss;blank Befestigung: stahl";;3842502137;;;
140000891;482510078;"Nutensteinprofil Nut 8 ESD;Länge: 1500 mm, H = 6 mm;Material: Stahl blank;";;3842510078;;;
140000892;482514928;"Nutenstein M4, Nut 8,;Material: Stahl verzinkt;;";;3842514928;;;
140000893;482514929;"Nutenstein M5, Nut 8,;Material: Stahl verzinkt;;";;3842514929;;;
140000894;482514930;"Nutenstein M6, Nut 8,;Material: Stahl verzinkt;;";;3842514930;;;
140000895;482514931;"Nutenstein M8, Nut 8,;Material: Stahl verzinkt;;";;3842514931;;;
140000896;482515473;"Drehwinkel 30x30 Nut8~; ESD,;M8, Material:;Aluminiumdruckguss;";;3842515473;;;
140000897;482516685;"Feder Nut 8 für Nutenstein L =;16,5 mm Material: Federstahl;nichtrostend;";;3842516685;;;
140000898;482517543;"Zentralschraube S8x25,;selbstformend Material. stahl;verzinkt Senkkopf mit;Innensechskant";;3842517543;;;
140000899;482518427;"Profilverbinder Nut 8, ESD,;Länge 50 m Material: Stahl;verzinkt inkl.;Befestigungsmaterial";;3842518427;;;
140000900;482519319;"Eckwinkel 30 Nut8, ESD inkl.;3x Senkschraube S8x25;Material: Eckwinkel;Zinkdruckguss blank Schrauben";;3842519319;;;
140000901;482521216;"Profilverbinder Nut 8,;ESD,Länge 180 mm Material:;Stahl verzinkt inkl.;Befestigungsmaterial";;3842521216;;;
140000902;482523209;"Gleiter 30x30, mittig, Nut 8/8;Material: POM natur;;";;3842523209;;;
140000903;482523212;"Gleiter flach, Nut 8 Material:;POM natur;;";;3842523212;;;
140000904;482523525;"Winkel 30x30 Nut8 Material:;Aluminiumdruckguß blank;;";;3842523525;;;
140000905;482523528;"Winkel 30 x 30 inkl.;Befestigung Nut 8/8 ESD;Material : Winkel;Aluminiumdruckguss blank";;3842523528;;;
140000906;482523535;"Abdeckkappe für Winkel 30x30;Material PA schwarz, ESD;;";;3842548847;;;
140000907;482523536;"Abdeckkappe für Winkel 30x30;Material: lichtgrau RAL7035;;";;;;;
140000908;482523538;"Winkel 30 x 60 ~; Nut8;Material: Aluminiumdruckguß;blank;";;3842523538;;;
140000909;482523541;"Winkel 30 x 60 inkl.;Befestigung Nut 8/8 ESD;Material : Winkel;Aluminiumdruckguss blank";;3842523541;;;
140000910;482523543;"Abdeckkappe für Winkel 30 x 60;Material: PA schwarz;;";;;;;
140000911;482523549;"Winkel 60x60~; inkl.;Befestigung, Nut8 ESD Material;: Winkel Aluminiumdruckguss;blank Befestigung Stahl";;3842523549;;;
140000912;482523587;"Fundamentwinkel 117 x 57 x 28;mm Material: Aluminiumdruckguß;blank;";;3842523587;;;
140000913;482523589;"Abdeckkappe für Winkel 130x20;PA schwarz;;";;3842548851;;;
140000914;482523873;"Würfelverbinder 30x30/3, Nut 8;3 Abdeckkappen schwarz;Material Würfelverbinder:;Alu-Druckguss Abdeckkappe:";;3842523873;;;
140000915;482523876;"Würfelverbinder 30x30/2, Nut 8;inkl. 2 ABDK Schwarz, Material;Würfelverbinder: Alu-Druckguss;Abdeckkappe: Kunststoff PE";;3842523876;;;
140000916;482523920;"Hammerschraube M6x16, Nut 8,;Material: Stahl verzinkt;;";;3842523920;;;
140000917;482523921;"Hammerschraube M6x20, Nut 8,;Material: Stahl verzinkt;;";;3842523921;;;
140000918;482523922;"Hammerschraube M6x25, Nut 8,;Material: Stahl verzinkt;;";;3842523922;;;
140000919;482524479;"Würfelverbinder 30x30/3, Nut 8;ESD 3x ABDK schwarz~; 3x;Schraube S8x25 Material;Würfelverbinder: Alu-Druckguss";;;;;
140000920;482524485;"Würfelverbinder 30x30/2, Nut 8;ESD inkl. 2 ABDK Schwarz, 2x;Schraube S8x25 Material;Würfelverbinder: Alu-Druckguss";;;;;
140000921;482525104;"Abdeckkappe für;Würfelverbinder 30 Material:;PA schwarz;";;;;;
140000922;482527174;"Zentralschraube S8 x 25;(selbstformend) Material:;Stahl verzinkt, T40;Flanschkopf";;3842527174;;;
140000923;482528577;"Bohrvorrichtung Nut8;D7,8,D11,D11V, LE1;;";;;;;
140000924;482529294;"Nutenstein einschwenkbar mit;Feder M4, Nut 8, Material:;Stahl verzinkt;";;3842529294;;;
140000925;482529295;"Nutenstein einschwenkbar mit;Feder M5, Nut 8, Material:;Stahl verzinkt;";;3842529295;;;
140000926;482529296;"Nutenstein einschwenkbar mit;Feder M6, Nut 8, Material:;Stahl verzinkt;";;3842529296;;;
140000927;482529297;"Nutenstein einschwenkbar mit;Feder M8, Nut 8, Material:;Stahl verzinkt;";;3842529297;;;
140000928;482529319;"Nutenstein einschwenkbar M5,;Nut 8, Material: Stahl;verzinkt;";;3842529319;;;
140000929;482529320;"Nutenstein einschwenkbar M6,;Nut 8, Material: Stahl;verzinkt;";;3842529320;;;
140000930;482529321;"Nutenstein einschwenkbar M8,;Nut 8, Material: Stahl;verzinkt;";;3842529321;;;
140000931;482535459;"Schnellspannverbinder mit;Hammer 0°, Nut 8, B = 18 mm;Material: Stahl verzinkt;Bearbeitung (d): D11 oder DB11";;3842535459;;;
140000932;482535465;"Schnellspannverbinder mit;Hammer 90°, Nut 8, B = 18 mm,;Material: Stahl verzinkt;Bearbeitung (d): D11 oder DB11";;3842535465;;;
140000933;482535577;"Innenwinkel R Nut 8 ESD;Zinkdruckguss,Befestigung;Stahl verzinkt;";;3842535577;;;
140000934;482535578;"Innenwinkel Nut 8 ESD;Zinkdruckguss,Befestigung;Stahl verzinkt;";;3842535578;;;
140000935;482535624;"Bolzenverbinder für Profil 30,;Nut 8 Bearbeitung: D11;Material: Bolzenverbinder:;Stahl verzinkt Zentrierstift,";;3842554402;;;
140000936;482535627;"Gehrungswinkel Nut 8 inkl.;Gewindestift: DIN 913 M8x8;Material: Stahl verzinkt;";;3842535627;;;
140000937;482535629;"Schnellspannverbinder biegbar;Stirn-Nut Nut 8, B=18 mm;Material: Zuganker: Stahl;nichtrostend Buchse: Stahl";;3842535629;;;
140000938;482535630;"Schnellspannverbinder biegbar;Stirn-Stirn, Nut 8, B=18 mm;Material: Zuganker: Stahl;nichtrostend Buchse: Stahl";;3842535630;;;
140000939;482535687;"Kunststoffsch. schwer 30x30;Nut 8 inkl.;Befestigungsmaterial;";;;;;
140000940;482535696;"Variofix-Block, Nut 8, PA,;schwarz mit Vierkantmutter M6;;";;3842548832;;;
140000941;482536494;"Variofix-Block S, Nut 8;Material: Kunststoff PA;schwarz mit Vierkantmutter M5,;Abstandshalter und Scheibe";;;;;
140000942;482536602;"Hammermutter ES M6, Nut 8,;Material: Edelstahl 1.4401;;";;3842536602;;;
140000943;482537113;"BESCHRIFTUNGSCLIP 30 HART PVC;L=2000mm grau ähnlich RAL7035;;";;3842537113;;;
140000944;482537650;"BESCHRIFTUNGSCLIP 30 HART PVC;L=102mm grau ähnlich RAL7035;;";;3842537650;;;
140000945;482538709;"Winkel 30x30 Nut 8/8 inkl.;Befestigung silber;Pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551598;;;
140000946;482538712;"Winkel 30 x 60 inkl.;Befestigung Nut8/8 silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551601;;;
140000947;482538713;"Winkel 60x60~; inkl.;Befestigung, Nut8 silber;pulverbeschichtet Material :;Winkel Aluminiumdruckguss";;3842551609;;;
140000948;482538727;"Würfelverbinder 30x30/2, Nut 8;silberfarbig silberfarbig;oberflächenbeschichtet inkl.;Befestigung und 2 ABDK silber";;3842549863;;;
140000949;482538728;"WÜRFELVERBINDER 30X30/3, NUT 8;silberfarbig silberfarbig;oberflächenbeschichtet 3x ABDK;silber, 3x Schraube S8x25";;3842549865;;;
140000950;482543413;"Dichtleiste 30/30~; L=2000mm~;;PVC/TPE mit Lippe~; signalgrau;RAL7004;";;;;;
140000951;482548709;"Abdeckkappe rund für Eckwinkel;30 Material: PA signalgrau;RAL7004;";;3842548709;;;
140000952;482548713;"Abdeckkappe rund für Eckwinkel;30 Material: PA schwarz ESD;;";;3842548713;;;
140000953;482548717;"Abdeckkappe eckig für;Eckwinkel 30 Material: PA;signalgrau RAL7004;";;3842548717;;;
140000954;482548721;"Abdeckkappe eckig für;Eckwinkel 30 Material: PA;schwarz ESD;";;3842548721;;;
140000955;482548832;"Variofix-Block, Nut 8, PA, mit;Vierkantmutter M6 Material:;Kunststoff PA signalgrau;RAL7004";;3842548832;;;
140000956;482548838;"Variofix-Block S, Nut 8;Material: PA Signalgrau;RAL7004 mit Vierkantmutter M5,;Abstandshalter und Scheibe";;3842548838;;;
140000957;482548846;"Abdeckkappe für Winkel 30x30;Material: PA, Signalgrau;RAL7004;";;3842548846;;;
140000958;482548848;"Abdeckkappe für Winkel 30x60;Material: PA, Signalgrau;RAL7004;";;3842548848;;;
140000959;482652002;"T-Matic Verbinder mit;Nutenstein Nut 8 Material:;Stahl verzinkt;";;;;;
140000960;483510402;"Hub-Schrauber Profil 30 Nut 8;M8 Gehäuse Kunststoff PA;glasfaserverst. Mechanik:;Stahl verzinkt";;;;;
140000961;483510504;"Nutfuss 30~; Nut 8 Kunststoff;PA, schwarz;;";;;;;
140000962;484500600;"Gelenk 30 mit Klemmhebel Nut 8;Zinkdruckguss alufarbig;alufarbig;oberflächenbeschichtet, inkl.";;;;;
140000963;484502683;"Gelenk 30 Nut 8 Zinkdruckguss;alufarbig alufarbig;oberflächenbeschichtet, inkl.;Befestigungssatz";;3842502683;;;
140000964;484615100;"Uniblock Nut 8, mit;Vierkantmutter M6 Kunststoff;PA, glasfaserverst schwarz;";;;;;
140000965;484615200;"Klemmblock Nut8 Kunststoff PA;glasfaserverst. schwarz;;";;;;;
140000966;485400300;"Kabelbinderblock Nut 8;Material: Kunststoff PA;glasfaserverst.;";;;;;
140000967;485526565;"Kreuzkabelbinderblock Nut 8;Material: Kunststoff PA,;schwarz;";;3842526565;;;
140000968;485536560;"Transport- und Fußplatte;30x60, M12 Material:;Zinkdruckguss blank;";;3842536560;;;
140000969;8114040;"Aluminium-Rollenprofil 40x40;Nut 6/10;20 St. x 6000mm;";;;;;
140000970;8114040E;"Aluminium-Rollenprofil 40x40;Nut 6/10, ESD;20 St. x 6000mm;";;;;;
140000971;8119940;"Aluminium-Rollenprofil 40x40;Nut 6/10;;";;;;;
140000972;8119940E;"Aluminium-Rollenprofil 40x40;Nut 6/10, ESD;;";;;;;
140000973;406146972;"Befestigungssatz für;Querverbinder verzinkt inkl;Befestigungssatz;";;3842146972;;;
140000976;482525204;"Abdeckkappe für;Würfelverbinder 30;Material: PA silber;";;;;;
140000977;;"Abdeckkappe 40x80, Nut 10,;schwarz, t=4mm,;Material: PA;glasfaserverstärkt";;;;;
140000978;;"Nutenstein einschwenkbar M5,;Nut 10, Material: Stahl;verzinkt;";;3842529323;;;
